Code,Number of H-Donors,Number of H-Acceptors,Number of Rotatable bonds,CLogP,Number of Rings,PSA,ID,ROMol,Saltdata,SMILES
P7013050359,0,3,3,4.800000000000000e+000,5,7.130000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080BD0>,,CC1CCc2c(sc3ncn4c(CCc5ccccc5)nnc4c23)C1
P7013050280,1,4,6,2.100000000000000e+000,4,1.124000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080C30>,,COc1ccc(-c2csc3ncn(CC(=O)NCc4ccco4)c(=O)c23)cc1
P7013050059,0,4,5,4.600000000000000e+000,3,8.719999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080C90>,,CCOC(=O)c1sc2ncn(Cc3ccc(Cl)cc3Cl)c(=O)c2c1C
P7012340044,0,4,6,4.000000000000000e+000,3,8.719999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080CF0>,,CCC(C)OC(=O)C(C)n1cnc2sc(-c3ccccc3)cc2c1=O
P7012270881,0,4,3,4.100000000000000e+000,4,3.230000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080D50>,HCl,Cc1cccc(-c2nc(N(C)C3CCN(C)CC3)c3ccccc3n2)c1.Cl
P7012120302,1,6,7,4.700000000000000e+000,3,6.970000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080DB0>,,CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc1ccc(OC)c(OC)c1
P7011830192,1,4,3,4.200000000000000e+000,4,3.960000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080E10>,,Cc1ccc2nc(-c3ccccc3)c(CN3CCN(C)CC3)c(O)c2c1
P7011830191,1,4,3,4.000000000000000e+000,4,4.559999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080E70>,,Cc1ccc2nc(-c3ccccc3)c(CN3CCOCC3)c(O)c2c1
P7011520030,1,5,4,4.700000000000000e+000,4,8.300000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080ED0>,,CCOC(=O)c1c(N)n(-c2ccc(C)c(Cl)c2)c2nc3ccccc3nc12
P7011460527,0,4,4,4.200000000000000e+000,4,1.095000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080F30>,,O=C(CSc1ncnc2sc3c(c12)CCCC3)c1ccco1
P7011460525,0,4,3,3.400000000000000e+000,4,6.050000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080F90>,,Cc1sc2ncnc(N3CCN(Cc4ccccc4)CC3)c2c1C
P7011460427,1,4,4,3.200000000000000e+000,2,6.440000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097030>,,CCOC(=O)c1nn(-c2ccc(Br)cc2)cc1O
P7011460421,1,4,4,3.100000000000000e+000,2,6.440000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097090>,,CCOC(=O)c1nn(-c2ccc(Cl)cc2)cc1O
P7010590268,2,5,3,1.700000000000000e+000,2,8.330000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0970F0>,,O=C(O)CCc1nc2ccccc2nc1O
P7010590193,1,3,4,3.800000000000000e+000,3,4.940000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097150>,,O=C1C(Cl)=C(NC2CCCCC2)C(=O)N1c1cccc(C(F)(F)F)c1
P7010260099,1,4,7,4.400000000000000e+000,3,5.119999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0971B0>,,CCOC(=O)c1cnc2ccc(C)cc2c1NCCc1ccccc1
P7010170647,1,4,7,4.600000000000000e+000,3,9.290000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097210>,,CCOC(=O)c1c(NC(=O)COc2ccccc2Br)sc2c1CCCC2
P7010160092,1,5,6,3.400000000000000e+000,4,6.409999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097270>,,CCOC(=O)c1cnc2c(ccc3ccccc32)c1NCc1cccnc1
P7010086,1,4,2,3.900000000000000e+000,5,8.310000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0972D0>,,Cn1c(=O)c2c(nc3n(-c4ccccc4)c(-c4ccc(O)c(Cl)c4)cn23)n(C)c1=O
P7010010136,1,3,2,3.900000000000000e+000,3,3.780000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097330>,,Brc1ccc2ncnc(NC3CCCCC3)c2c1
P7010000352,1,3,4,3.000000000000000e+000,2,6.550000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097390>,,Cc1csc(N/N=C/c2ccc(C(F)(F)F)cc2)n1
P7009841,1,4,7,2.400000000000000e+000,4,7.590000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0973F0>,,COCCCn1c(C(=O)NCc2ccccc2Cl)cc2c(=O)n3ccccc3nc21
P7009635,1,5,2,4.200000000000000e+000,5,8.110000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097450>,,Cc1ccc(Cl)cc1-n1ncc2c1ncn1c(-c3ccccc3O)nnc21
P7009630,0,4,2,4.400000000000000e+000,5,6.090000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0974B0>,,Cc1ccc(-c2nnc3c4cnn(-c5ccccc5Cl)c4ncn23)cc1
P7009593,1,5,2,3.500000000000000e+000,5,8.110000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097510>,,Cc1ccccc1-n1ncc2c1ncn1c(-c3ccccc3O)nnc21
P7009589,1,6,3,3.500000000000000e+000,5,9.040000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097570>,,COc1ccc(-c2nnc3c4cnn(-c5ccccc5C)c4ncn23)c(O)c1
P7009585,0,6,3,4.100000000000000e+000,5,1.067000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0975D0>,,Cc1ccc(-n2ncc3c2ncn2c(-c4cccc([N+](=O)[O-])c4)nnc32)c(C)c1
P7009583,0,4,2,4.900000000000000e+000,5,6.090000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097630>,,Cc1ccc(-n2ncc3c2ncn2c(-c4ccccc4Cl)nnc32)c(C)c1
P7009576,1,5,2,4.100000000000000e+000,6,8.110000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097690>,,Oc1cc2ccccc2cc1-c1nnc2c3cnn(-c4ccc(F)cc4)c3ncn12
P7009566,0,6,4,3.900000000000000e+000,5,7.940000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0976F0>,,COc1ccc(-c2nnc3c4cnn(-c5ccc(Cl)cc5)c4ncn23)cc1OC
P7009537,0,4,2,4.900000000000000e+000,5,6.090000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097750>,,Cc1ccc(-c2nnc3c4cnn(-c5ccc(C)c(Cl)c5)c4ncn23)cc1
P7009488,2,7,6,3.900000000000000e+000,5,8.229999999999998e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0977B0>,,Cc1ccc(-n2ncc3c(NCCO)nc(N4CCN(c5ccccc5F)CC4)nc32)cc1
P7008860,1,4,8,4.400000000000000e+000,4,5.200000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097810>,,CC(C)OCCCNc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1
P7008546,1,8,5,3.500000000000000e+000,5,7.930000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097870>,,COc1ccc(Nc2nc(N3CCN(c4cccc(Cl)c4)CC3)nc3nccnc23)cc1
P7008545,1,8,5,2.800000000000000e+000,5,7.930000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0978D0>,,COc1ccc(Nc2nc(N3CCN(c4ccccc4)CC3)nc3nccnc23)cc1
P7008543,2,6,4,3.600000000000000e+000,4,7.559999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097930>,,Cc1ccc(Nc2nc(Nc3ccc(C)cc3)c3nccnc3n2)cc1
P7008541,3,9,6,2.000000000000000e-001,4,1.023000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097990>,,OCCN1CCN(Nc2nc(Nc3ccccc3)c3nccnc3n2)CC1
P7008540,2,9,6,2.300000000000000e+000,5,9.129999999999998e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0979F0>,,COc1ccccc1N1CCN(Nc2nc(Nc3ccccc3)c3nccnc3n2)CC1
P7008539,2,6,4,2.600000000000000e+000,4,7.559999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097A50>,,c1ccc(Nc2nc(Nc3ccccc3)c3nccnc3n2)cc1
P7008535,2,7,6,1.600000000000000e+000,3,8.490000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097AB0>,,COCCNc1nc(Nc2ccc(F)cc2)nc2nccnc12
P7008531,2,7,8,2.100000000000000e+000,3,8.490000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097B10>,,COCCNc1nc(NCCC2=CCCCC2)nc2nccnc12
P7008530,2,7,8,1.700000000000000e+000,3,8.490000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097B70>,,COCCNc1nc(NCCc2ccccc2)nc2nccnc12
P7008528,2,8,7,3.000000000000000e+000,4,9.410000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097BD0>,,COc1ccc(Nc2nc(NCc3ccccc3)c3nccnc3n2)cc1OC
P7008527,2,9,8,3.000000000000000e+000,4,1.033000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097C30>,,COc1cc(Nc2nc(NCc3ccccc3)c3nccnc3n2)cc(OC)c1OC
P7008526,1,7,6,3.200000000000000e+000,5,7.009999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097C90>,,c1ccc(CNc2nc(N3CCN(Cc4ccccc4)CC3)nc3nccnc23)cc1
P7008523,1,10,6,1.500000000000000e+000,4,1.038000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097CF0>,,COc1cc(Nc2nc(N3CCOCC3)c3nccnc3n2)cc(OC)c1OC
P7008447,1,7,6,2.700000000000000e+000,4,7.730000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097D50>,,COc1ccc(CNc2nc(N3CCCC3)c3cnn(C)c3n2)cc1OC
P7008411,2,5,4,3.700000000000000e+000,4,6.770000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097DB0>,,Cn1ncc2c(Nc3ccc(F)cc3)nc(NC3CCCC3)nc21
P7008407,2,5,4,4.100000000000000e+000,4,6.770000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097E10>,,Cn1ncc2c(Nc3ccc(F)cc3)nc(NC3CCCCC3)nc21
P7008289,2,5,4,4.600000000000000e+000,4,6.770000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097E70>,,Cn1ncc2c(Nc3ccc(Cl)cc3)nc(NC3CCCCC3)nc21
P7008252,2,5,4,4.600000000000000e+000,4,6.770000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097ED0>,,Cn1ncc2c(Nc3cccc(Cl)c3)nc(NC3CCCCC3)nc21
P7007429,2,6,5,4.000000000000000e+000,4,9.400000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097F30>,,COc1ccc(C(=O)NNc2ncnc3c2cnn3-c2ccc(C)cc2C)cc1
P7007352,1,6,4,3.200000000000000e+000,5,7.920000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E097F90>,,Cc1cccc(-n2ncc3c(Nc4c(C)n(C)n(-c5ccccc5)c4=O)ncnc32)c1
P7007247,0,5,4,4.900000000000000e+000,5,5.009999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E070030>,,Cc1ccc(-n2ncc3c(N4CCN(Cc5ccccc5)CC4)ncnc32)cc1C
P7007237,2,7,6,4.000000000000000e+000,4,1.032000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E070090>,,COc1ccc(C(=O)NNc2ncnc3c2cnn3-c2ccc(C)c(C)c2)cc1OC
P7007217,2,5,6,4.500000000000000e+000,4,8.470000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0700F0>,,Cc1ccc(-n2ncc3c(NNC(=O)CCc4ccccc4)ncnc32)cc1C
P7007196,1,5,6,2.800000000000000e+000,4,7.350000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E070150>,,Cc1ccc(-n2ncc3c(NCCCn4ccnc4)ncnc32)cc1C
P7007152,1,6,7,4.100000000000000e+000,4,7.409999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0701B0>,,COc1ccc(CCNc2ncnc3c2cnn3-c2ccc(F)cc2)cc1OC
P7007098,1,4,6,4.600000000000000e+000,4,5.559999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E070210>,,Fc1ccc(-n2ncc3c(NCCCc4ccccc4)ncnc32)cc1
P7007046,1,4,4,4.800000000000000e+000,4,5.559999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E070270>,,Cc1ccc(Cl)cc1-n1ncc2c(NCc3ccccc3)ncnc21
